,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
12224,52.0,64.0,62.0,52.0,56.0,233033.0,52.0,59.0,64.0,56.0,62.0,52.0,53.0,52.0,50.0,57.0,52.0,59.0,64.0,56.0,62.0,52.0,53.0,52.0,50.0,57.0,52.0
12225,58.0,57.0,60.0,56.0,59.0,216394.0,58.0,62.0,57.0,59.0,60.0,56.0,60.0,50.0,59.0,63.0,58.0,62.0,57.0,59.0,60.0,56.0,60.0,50.0,59.0,63.0,50.0
12226,55.0,62.0,60.0,55.0,57.0,158282.0,55.0,62.0,62.0,57.0,60.0,55.0,58.0,56.0,56.0,62.0,55.0,62.0,62.0,57.0,60.0,55.0,58.0,56.0,56.0,62.0,56.0
12227,56.0,58.0,56.0,57.0,54.0,229194.0,56.0,62.0,58.0,54.0,56.0,57.0,60.0,56.0,60.0,62.0,56.0,62.0,58.0,54.0,56.0,57.0,60.0,56.0,60.0,62.0,56.0
12228,55.0,62.0,62.0,53.0,58.0,191050.0,55.0,63.0,62.0,58.0,62.0,53.0,57.0,51.0,55.0,63.0,55.0,63.0,62.0,58.0,62.0,53.0,57.0,51.0,55.0,63.0,51.0
12229,60.0,43.0,49.0,59.0,57.0,199499.0,60.0,51.0,43.0,57.0,49.0,59.0,62.0,56.0,61.0,53.0,60.0,51.0,43.0,57.0,49.0,59.0,62.0,56.0,61.0,53.0,56.0
12230,38.0,62.0,54.0,36.0,43.0,203851.0,38.0,49.0,62.0,43.0,54.0,36.0,37.0,39.0,36.0,47.0,38.0,49.0,62.0,43.0,54.0,36.0,37.0,39.0,36.0,47.0,39.0
12231,57.0,59.0,60.0,56.0,58.0,219467.0,57.0,62.0,59.0,58.0,60.0,56.0,60.0,52.0,58.0,63.0,57.0,62.0,59.0,58.0,60.0,56.0,60.0,52.0,58.0,63.0,52.0
12232,43.0,62.0,57.0,42.0,47.0,238667.0,43.0,58.0,62.0,47.0,57.0,42.0,44.0,42.0,41.0,56.0,43.0,58.0,62.0,47.0,57.0,42.0,44.0,42.0,41.0,56.0,42.0
12233,58.0,49.0,53.0,59.0,57.0,238923.0,58.0,55.0,49.0,57.0,53.0,59.0,62.0,58.0,60.0,57.0,58.0,55.0,49.0,57.0,53.0,59.0,62.0,58.0,60.0,57.0,58.0
12234,57.0,35.0,38.0,60.0,50.0,239691.0,57.0,38.0,35.0,50.0,38.0,60.0,55.0,62.0,57.0,40.0,57.0,38.0,35.0,50.0,38.0,60.0,55.0,62.0,57.0,40.0,62.0
12235,60.0,68.0,66.0,59.0,62.0,196940.0,60.0,62.0,68.0,62.0,66.0,59.0,59.0,59.0,58.0,61.0,60.0,62.0,68.0,62.0,66.0,59.0,59.0,59.0,58.0,61.0,59.0
12236,62.0,59.0,62.0,60.0,62.0,205388.0,62.0,62.0,59.0,62.0,62.0,60.0,62.0,57.0,61.0,63.0,62.0,62.0,59.0,62.0,62.0,60.0,62.0,57.0,61.0,63.0,57.0
12237,40.0,62.0,55.0,41.0,44.0,216396.0,40.0,56.0,62.0,44.0,55.0,41.0,42.0,44.0,40.0,53.0,40.0,56.0,62.0,44.0,55.0,41.0,42.0,44.0,40.0,53.0,44.0
12238,51.0,61.0,58.0,50.0,52.0,228684.0,51.0,62.0,61.0,52.0,58.0,50.0,56.0,48.0,54.0,62.0,51.0,62.0,61.0,52.0,58.0,50.0,56.0,48.0,54.0,62.0,48.0
12239,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,189004.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12240,58.0,39.0,42.0,60.0,52.0,195148.0,58.0,42.0,39.0,52.0,42.0,60.0,57.0,62.0,59.0,44.0,58.0,42.0,39.0,52.0,42.0,60.0,57.0,62.0,59.0,44.0,62.0
12241,62.0,30.0,41.0,61.0,56.0,234317.0,62.0,41.0,30.0,56.0,41.0,61.0,61.0,55.0,62.0,45.0,62.0,41.0,30.0,56.0,41.0,61.0,61.0,55.0,62.0,45.0,55.0
12242,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,235597.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12243,41.0,62.0,57.0,41.0,46.0,239949.0,41.0,56.0,62.0,46.0,57.0,41.0,43.0,44.0,40.0,54.0,41.0,56.0,62.0,46.0,57.0,41.0,43.0,44.0,40.0,54.0,44.0
12244,53.0,47.0,45.0,56.0,51.0,193613.0,53.0,41.0,47.0,51.0,45.0,56.0,50.0,62.0,50.0,42.0,53.0,41.0,47.0,51.0,45.0,56.0,50.0,62.0,50.0,42.0,62.0
12245,39.0,62.0,55.0,38.0,44.0,222286.0,39.0,55.0,62.0,44.0,55.0,38.0,40.0,40.0,37.0,53.0,39.0,55.0,62.0,44.0,55.0,38.0,40.0,40.0,37.0,53.0,40.0
12246,53.0,63.0,61.0,52.0,56.0,232526.0,53.0,62.0,63.0,56.0,61.0,52.0,57.0,51.0,54.0,62.0,53.0,62.0,63.0,56.0,61.0,52.0,57.0,51.0,54.0,62.0,51.0
12247,62.0,36.0,41.0,63.0,54.0,235855.0,62.0,42.0,36.0,54.0,41.0,63.0,61.0,62.0,63.0,45.0,62.0,42.0,36.0,54.0,41.0,63.0,61.0,62.0,63.0,45.0,62.0
12248,60.0,34.0,41.0,60.0,55.0,228432.0,60.0,43.0,34.0,55.0,41.0,60.0,62.0,58.0,61.0,46.0,60.0,43.0,34.0,55.0,41.0,60.0,62.0,58.0,61.0,46.0,58.0
12249,65.0,52.0,56.0,64.0,62.0,166736.0,65.0,56.0,52.0,62.0,56.0,64.0,65.0,62.0,65.0,58.0,65.0,56.0,52.0,62.0,56.0,64.0,65.0,62.0,65.0,58.0,62.0
12250,62.0,43.0,49.0,61.0,59.0,172112.0,62.0,47.0,43.0,59.0,49.0,61.0,62.0,61.0,62.0,50.0,62.0,47.0,43.0,59.0,49.0,61.0,62.0,61.0,62.0,50.0,61.0
12251,56.0,63.0,62.0,53.0,57.0,213841.0,56.0,60.0,63.0,57.0,62.0,53.0,56.0,51.0,54.0,59.0,56.0,60.0,63.0,57.0,62.0,53.0,56.0,51.0,54.0,59.0,51.0
12252,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,234833.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12253,62.0,34.0,43.0,61.0,57.0,238929.0,62.0,41.0,34.0,57.0,43.0,61.0,61.0,59.0,61.0,45.0,62.0,41.0,34.0,57.0,43.0,61.0,61.0,59.0,61.0,45.0,59.0
12254,57.0,42.0,43.0,60.0,51.0,205650.0,57.0,43.0,42.0,51.0,43.0,60.0,57.0,62.0,59.0,44.0,57.0,43.0,42.0,51.0,43.0,60.0,57.0,62.0,59.0,44.0,62.0
12255,49.0,58.0,55.0,50.0,49.0,237650.0,49.0,62.0,58.0,49.0,55.0,50.0,54.0,46.0,53.0,62.0,49.0,62.0,58.0,49.0,55.0,50.0,54.0,46.0,53.0,62.0,46.0
12256,60.0,55.0,59.0,58.0,62.0,53842.0,60.0,56.0,55.0,62.0,59.0,58.0,59.0,57.0,58.0,57.0,60.0,56.0,55.0,62.0,59.0,58.0,59.0,57.0,58.0,57.0,57.0
12257,62.0,50.0,54.0,60.0,61.0,226131.0,62.0,53.0,50.0,61.0,54.0,60.0,60.0,57.0,60.0,54.0,62.0,53.0,50.0,61.0,54.0,60.0,60.0,57.0,60.0,54.0,57.0
12258,54.0,62.0,62.0,53.0,57.0,227155.0,54.0,61.0,62.0,57.0,62.0,53.0,55.0,51.0,52.0,60.0,54.0,61.0,62.0,57.0,62.0,53.0,55.0,51.0,52.0,60.0,51.0
12259,50.0,62.0,60.0,49.0,55.0,228691.0,50.0,58.0,62.0,55.0,60.0,49.0,51.0,48.0,49.0,57.0,50.0,58.0,62.0,55.0,60.0,49.0,51.0,48.0,49.0,57.0,48.0
12260,63.0,62.0,62.0,63.0,62.0,229971.0,63.0,62.0,62.0,62.0,62.0,63.0,63.0,64.0,63.0,62.0,63.0,62.0,62.0,62.0,62.0,63.0,63.0,64.0,63.0,62.0,64.0
12261,62.0,43.0,50.0,62.0,59.0,177747.0,62.0,49.0,43.0,59.0,50.0,62.0,62.0,60.0,63.0,52.0,62.0,49.0,43.0,59.0,50.0,62.0,62.0,60.0,63.0,52.0,60.0
12262,63.0,60.0,61.0,62.0,62.0,207956.0,63.0,62.0,60.0,62.0,61.0,62.0,64.0,60.0,63.0,63.0,63.0,62.0,60.0,62.0,61.0,62.0,64.0,60.0,63.0,63.0,60.0
12263,53.0,63.0,62.0,51.0,57.0,223572.0,53.0,60.0,63.0,57.0,62.0,51.0,54.0,51.0,51.0,59.0,53.0,60.0,63.0,57.0,62.0,51.0,54.0,51.0,51.0,59.0,51.0
12264,53.0,39.0,37.0,56.0,47.0,219733.0,53.0,36.0,39.0,47.0,37.0,56.0,50.0,62.0,53.0,37.0,53.0,36.0,39.0,47.0,37.0,56.0,50.0,62.0,53.0,37.0,62.0
12265,57.0,39.0,40.0,59.0,50.0,236885.0,57.0,40.0,39.0,50.0,40.0,59.0,56.0,62.0,58.0,41.0,57.0,40.0,39.0,50.0,40.0,59.0,56.0,62.0,58.0,41.0,62.0
12266,34.0,62.0,54.0,34.0,40.0,210262.0,34.0,55.0,62.0,40.0,54.0,34.0,36.0,38.0,34.0,52.0,34.0,55.0,62.0,40.0,54.0,34.0,36.0,38.0,34.0,52.0,38.0
12267,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,227926.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12268,51.0,68.0,63.0,50.0,55.0,163158.0,51.0,62.0,68.0,55.0,63.0,50.0,53.0,50.0,50.0,61.0,51.0,62.0,68.0,55.0,63.0,50.0,53.0,50.0,50.0,61.0,50.0
12269,56.0,62.0,62.0,56.0,58.0,235607.0,56.0,62.0,62.0,58.0,62.0,56.0,57.0,56.0,55.0,61.0,56.0,62.0,62.0,58.0,62.0,56.0,57.0,56.0,55.0,61.0,56.0
12270,59.0,62.0,62.0,58.0,61.0,239447.0,59.0,60.0,62.0,61.0,62.0,58.0,58.0,57.0,57.0,60.0,59.0,60.0,62.0,61.0,62.0,58.0,58.0,57.0,57.0,60.0,57.0
12271,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,210264.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12272,58.0,33.0,35.0,61.0,49.0,237144.0,58.0,35.0,33.0,49.0,35.0,61.0,55.0,62.0,58.0,37.0,58.0,35.0,33.0,49.0,35.0,61.0,55.0,62.0,58.0,37.0,62.0
12273,62.0,39.0,46.0,62.0,57.0,238680.0,62.0,48.0,39.0,57.0,46.0,62.0,64.0,59.0,63.0,51.0,62.0,48.0,39.0,57.0,46.0,62.0,64.0,59.0,63.0,51.0,59.0
12274,57.0,59.0,59.0,57.0,58.0,202841.0,57.0,62.0,59.0,58.0,59.0,57.0,60.0,55.0,58.0,62.0,57.0,62.0,59.0,58.0,59.0,57.0,60.0,55.0,58.0,62.0,55.0
12275,62.0,39.0,45.0,62.0,56.0,233049.0,62.0,45.0,39.0,56.0,45.0,62.0,61.0,58.0,63.0,47.0,62.0,45.0,39.0,56.0,45.0,62.0,61.0,58.0,63.0,47.0,58.0
12276,45.0,62.0,58.0,43.0,50.0,206170.0,45.0,59.0,62.0,50.0,58.0,43.0,47.0,43.0,44.0,57.0,45.0,59.0,62.0,50.0,58.0,43.0,47.0,43.0,44.0,57.0,43.0
12277,59.0,35.0,40.0,62.0,53.0,221274.0,59.0,42.0,35.0,53.0,40.0,62.0,61.0,62.0,62.0,45.0,59.0,42.0,35.0,53.0,40.0,62.0,61.0,62.0,62.0,45.0,62.0
12278,48.0,62.0,58.0,47.0,51.0,226650.0,48.0,59.0,62.0,51.0,58.0,47.0,50.0,47.0,47.0,57.0,48.0,59.0,62.0,51.0,58.0,47.0,50.0,47.0,47.0,57.0,47.0
12279,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,233306.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12280,56.0,62.0,63.0,52.0,58.0,198491.0,56.0,59.0,62.0,58.0,63.0,52.0,55.0,49.0,54.0,59.0,56.0,59.0,62.0,58.0,63.0,52.0,55.0,49.0,54.0,59.0,49.0
12281,52.0,61.0,60.0,51.0,55.0,204635.0,52.0,62.0,61.0,55.0,60.0,51.0,56.0,50.0,53.0,62.0,52.0,62.0,61.0,55.0,60.0,51.0,56.0,50.0,53.0,62.0,50.0
12282,44.0,62.0,60.0,40.0,51.0,228699.0,44.0,56.0,62.0,51.0,60.0,40.0,44.0,39.0,40.0,54.0,44.0,56.0,62.0,51.0,60.0,40.0,44.0,39.0,40.0,54.0,39.0
12283,63.0,57.0,59.0,61.0,62.0,235355.0,63.0,58.0,57.0,62.0,59.0,61.0,63.0,58.0,62.0,59.0,63.0,58.0,57.0,62.0,59.0,61.0,63.0,58.0,62.0,59.0,58.0
12284,62.0,54.0,57.0,61.0,61.0,160092.0,62.0,56.0,54.0,61.0,57.0,61.0,62.0,58.0,62.0,58.0,62.0,56.0,54.0,61.0,57.0,61.0,62.0,58.0,62.0,58.0,58.0
12285,57.0,62.0,62.0,56.0,60.0,226140.0,57.0,60.0,62.0,60.0,62.0,56.0,57.0,54.0,55.0,60.0,57.0,60.0,62.0,60.0,62.0,56.0,57.0,54.0,55.0,60.0,54.0
12286,62.0,36.0,43.0,63.0,55.0,235868.0,62.0,44.0,36.0,55.0,43.0,63.0,62.0,62.0,63.0,47.0,62.0,44.0,36.0,55.0,43.0,63.0,62.0,62.0,63.0,47.0,62.0
12287,61.0,45.0,46.0,63.0,55.0,239964.0,61.0,49.0,45.0,55.0,46.0,63.0,62.0,64.0,63.0,50.0,61.0,49.0,45.0,55.0,46.0,63.0,62.0,64.0,63.0,50.0,64.0
12288,47.0,62.0,58.0,46.0,51.0,240988.0,47.0,56.0,62.0,51.0,58.0,46.0,48.0,48.0,45.0,54.0,47.0,56.0,62.0,51.0,58.0,46.0,48.0,48.0,45.0,54.0,48.0
12289,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,182365.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12290,60.0,37.0,46.0,60.0,55.0,155742.0,60.0,45.0,37.0,55.0,46.0,60.0,62.0,57.0,62.0,49.0,60.0,45.0,37.0,55.0,46.0,60.0,62.0,57.0,62.0,49.0,57.0
12291,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,234846.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12292,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,194654.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12293,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,207455.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12294,49.0,62.0,61.0,46.0,53.0,213855.0,49.0,64.0,62.0,53.0,61.0,46.0,53.0,46.0,50.0,64.0,49.0,64.0,62.0,53.0,61.0,46.0,53.0,46.0,50.0,64.0,46.0
12295,54.0,62.0,62.0,53.0,58.0,160095.0,54.0,59.0,62.0,58.0,62.0,53.0,55.0,54.0,53.0,58.0,54.0,59.0,62.0,58.0,62.0,53.0,55.0,54.0,53.0,58.0,54.0
12296,49.0,62.0,58.0,48.0,51.0,231263.0,49.0,59.0,62.0,51.0,58.0,48.0,50.0,48.0,49.0,57.0,49.0,59.0,62.0,51.0,58.0,48.0,50.0,48.0,49.0,57.0,48.0
12297,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,207712.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12298,52.0,62.0,60.0,50.0,55.0,221024.0,52.0,59.0,62.0,55.0,60.0,50.0,52.0,49.0,50.0,58.0,52.0,59.0,62.0,55.0,60.0,50.0,52.0,49.0,50.0,58.0,49.0
12299,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,226656.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12300,62.0,49.0,54.0,60.0,60.0,239200.0,62.0,52.0,49.0,60.0,54.0,60.0,61.0,56.0,59.0,53.0,62.0,52.0,49.0,60.0,54.0,60.0,61.0,56.0,59.0,53.0,56.0
12301,55.0,61.0,62.0,53.0,59.0,182112.0,55.0,58.0,61.0,59.0,62.0,53.0,56.0,53.0,53.0,58.0,55.0,58.0,61.0,59.0,62.0,53.0,56.0,53.0,53.0,58.0,53.0
12302,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,231265.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12303,61.0,52.0,55.0,60.0,59.0,231521.0,61.0,58.0,52.0,59.0,55.0,60.0,62.0,58.0,62.0,60.0,61.0,58.0,52.0,59.0,55.0,60.0,62.0,58.0,62.0,60.0,58.0
12304,60.0,58.0,61.0,58.0,62.0,238689.0,60.0,59.0,58.0,62.0,61.0,58.0,59.0,57.0,57.0,59.0,60.0,59.0,58.0,62.0,61.0,58.0,59.0,57.0,57.0,59.0,57.0
12305,53.0,66.0,61.0,51.0,54.0,177761.0,53.0,62.0,66.0,54.0,61.0,51.0,54.0,52.0,53.0,61.0,53.0,62.0,66.0,54.0,61.0,51.0,54.0,52.0,53.0,61.0,52.0
12306,61.0,56.0,60.0,58.0,62.0,189281.0,61.0,59.0,56.0,62.0,60.0,58.0,61.0,54.0,59.0,60.0,61.0,59.0,56.0,62.0,60.0,58.0,61.0,54.0,59.0,60.0,54.0
12307,61.0,43.0,46.0,62.0,56.0,189282.0,61.0,48.0,43.0,56.0,46.0,62.0,61.0,62.0,62.0,49.0,61.0,48.0,43.0,56.0,46.0,62.0,61.0,62.0,62.0,49.0,62.0
12308,60.0,58.0,59.0,61.0,60.0,207459.0,60.0,60.0,58.0,60.0,59.0,61.0,61.0,62.0,61.0,60.0,60.0,60.0,58.0,60.0,59.0,61.0,61.0,62.0,61.0,60.0,62.0
12309,62.0,38.0,43.0,64.0,56.0,230499.0,62.0,45.0,38.0,56.0,43.0,64.0,63.0,62.0,63.0,48.0,62.0,45.0,38.0,56.0,43.0,64.0,63.0,62.0,63.0,48.0,62.0
12310,61.0,56.0,58.0,61.0,61.0,122723.0,61.0,60.0,56.0,61.0,58.0,61.0,62.0,60.0,62.0,60.0,61.0,60.0,56.0,61.0,58.0,61.0,62.0,60.0,62.0,60.0,60.0
12311,48.0,66.0,62.0,46.0,53.0,191331.0,48.0,59.0,66.0,53.0,62.0,46.0,48.0,46.0,46.0,58.0,48.0,59.0,66.0,53.0,62.0,46.0,48.0,46.0,46.0,58.0,46.0
12312,63.0,58.0,59.0,62.0,62.0,207460.0,63.0,60.0,58.0,62.0,59.0,62.0,63.0,61.0,62.0,60.0,63.0,60.0,58.0,62.0,59.0,62.0,63.0,61.0,62.0,60.0,61.0
12313,47.0,62.0,58.0,47.0,50.0,194148.0,47.0,57.0,62.0,50.0,58.0,47.0,48.0,49.0,46.0,56.0,47.0,57.0,62.0,50.0,58.0,47.0,48.0,49.0,46.0,56.0,49.0
12314,58.0,64.0,63.0,57.0,59.0,213093.0,58.0,62.0,64.0,59.0,63.0,57.0,58.0,57.0,57.0,61.0,58.0,62.0,64.0,59.0,63.0,57.0,58.0,57.0,57.0,61.0,57.0
12315,60.0,58.0,60.0,58.0,60.0,223845.0,60.0,62.0,58.0,60.0,60.0,58.0,62.0,55.0,61.0,62.0,60.0,62.0,58.0,60.0,60.0,58.0,62.0,55.0,61.0,62.0,55.0
12316,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,239461.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12317,54.0,59.0,57.0,54.0,54.0,239717.0,54.0,62.0,59.0,54.0,57.0,54.0,59.0,51.0,57.0,62.0,54.0,62.0,59.0,54.0,57.0,54.0,59.0,51.0,57.0,62.0,51.0
12318,38.0,62.0,53.0,39.0,42.0,240997.0,38.0,57.0,62.0,42.0,53.0,39.0,40.0,41.0,39.0,54.0,38.0,57.0,62.0,42.0,53.0,39.0,40.0,41.0,39.0,54.0,41.0
12319,54.0,62.0,61.0,53.0,55.0,210790.0,54.0,62.0,62.0,55.0,61.0,53.0,58.0,54.0,56.0,63.0,54.0,62.0,62.0,55.0,61.0,53.0,58.0,54.0,56.0,63.0,54.0
12320,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,184678.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12321,37.0,62.0,55.0,37.0,41.0,199271.0,37.0,55.0,62.0,41.0,55.0,37.0,37.0,41.0,35.0,52.0,37.0,55.0,62.0,41.0,55.0,37.0,37.0,41.0,35.0,52.0,41.0
12322,42.0,62.0,57.0,42.0,46.0,205159.0,42.0,56.0,62.0,46.0,57.0,42.0,45.0,45.0,42.0,53.0,42.0,56.0,62.0,46.0,57.0,42.0,45.0,45.0,42.0,53.0,45.0
12323,61.0,48.0,51.0,62.0,57.0,207463.0,61.0,51.0,48.0,57.0,51.0,62.0,63.0,62.0,62.0,53.0,61.0,51.0,48.0,57.0,51.0,62.0,63.0,62.0,62.0,53.0,62.0
12324,54.0,59.0,60.0,51.0,56.0,233575.0,54.0,62.0,59.0,56.0,60.0,51.0,58.0,48.0,55.0,63.0,54.0,62.0,59.0,56.0,60.0,51.0,58.0,48.0,55.0,63.0,48.0
12325,58.0,39.0,41.0,60.0,52.0,240999.0,58.0,42.0,39.0,52.0,41.0,60.0,58.0,62.0,59.0,44.0,58.0,42.0,39.0,52.0,41.0,60.0,58.0,62.0,59.0,44.0,62.0
12326,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,205416.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12327,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,218216.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
12328,60.0,58.0,60.0,59.0,60.0,224361.0,60.0,62.0,58.0,60.0,60.0,59.0,62.0,57.0,61.0,62.0,60.0,62.0,58.0,60.0,60.0,59.0,62.0,57.0,61.0,62.0,57.0
12329,60.0,39.0,45.0,60.0,54.0,191081.0,60.0,44.0,39.0,54.0,45.0,60.0,62.0,57.0,62.0,47.0,60.0,44.0,39.0,54.0,45.0,60.0,62.0,57.0,62.0,47.0,57.0
12330,55.0,58.0,59.0,55.0,56.0,204139.0,55.0,62.0,58.0,56.0,59.0,55.0,59.0,55.0,58.0,63.0,55.0,62.0,58.0,56.0,59.0,55.0,59.0,55.0,58.0,63.0,55.0
12331,61.0,43.0,44.0,63.0,52.0,213355.0,61.0,46.0,43.0,52.0,44.0,63.0,62.0,62.0,64.0,48.0,61.0,46.0,43.0,52.0,44.0,63.0,62.0,62.0,64.0,48.0,62.0
